0.3,0.4,0.5,0.6,0.7,0.8
23,0.9669,0.3508,0.9573,0.35,0.9434,0.37,0.9568,0.48,0.9021,0.6615,0.8167,0.4356
24,0.9692,0.3813,0.9628,0.37,0.9486,0.39,0.9657,0.5,0.9164,0.6459,0.8395,0.4538
25,0.9715,0.4118,0.9681,0.39,0.954,0.41,0.9745,0.52,0.9303,0.6303,0.8607,0.472
26,0.9739,0.4423,0.9734,0.41,0.9595,0.43,0.9832,0.54,0.9437,0.6147,0.8806,0.4902
27,0.9764,0.4728,0.9786,0.43,0.9652,0.45,0.9918,0.56,0.9567,0.5991,0.8992,0.5084
28,0.9791,0.5033,0.9839,0.45,0.971,0.47,1.0001,0.58,0.9693,0.5835,0.9168,0.5266
29,0.9818,0.5338,0.989,0.47,0.9769,0.49,1.0083,0.6,0.9813,0.5679,0.9333,0.5448
30,0.9846,0.5643,0.9941,0.49,0.9828,0.51,1.0163,0.62,0.993,0.5523,0.9491,0.563
31,0.9874,0.5948,0.9991,0.51,0.9887,0.53,1.024,0.64,1.0041,0.5367,0.964,0.5812
32,0.9903,0.6253,1.0039,0.53,0.9945,0.55,1.0315,0.66,1.0146,0.5142,0.9781,0.5994
33,0.9931,0.6558,1.0085,0.55,1.0001,0.57,1.0385,0.68,1.0246,0.5451,0.9914,0.6176
34,0.9958,0.68,1.0129,0.57,1.0055,0.59,1.0453,0.7,1.034,0.5765,1.0041,0.6358
35,0.9983,0.7,1.017,0.59,1.0106,0.61,1.0515,0.72,1.0428,0.6084,1.0159,0.654
